x,y,u,v
0.115,0.18,0.9921890394,-0.2909329285
0.115,0.185,0.9628812811,-0.2331994632
0.115,0.19,0.9404678987,-0.1684447154
0.115,0.195,0.9258974253,-0.0985117749
0.115,0.2,0.9215283213,-0.02543236739
0.115,0.205,0.9259808923,0.04761187584
0.115,0.21,0.9408829609,0.1183089549
0.115,0.215,0.9636241139,0.1842361718
0.115,0.22,0.9931249809,0.2434013977
0.115,0.225,1.027838959,0.2946528582
0.115,0.23,1.064881807,0.3369782113
0.115,0.235,1.102949169,0.370468757
0.115,0.24,1.139709988,0.3956077131
0.115,0.245,1.173768592,0.4126633006
0.115,0.25,1.203916695,0.4226569542
0.115,0.255,1.229926546,0.427340728
0.115,0.26,1.250733737,0.426134872
0.115,0.265,1.266098505,0.4215366191
0.115,0.27,1.276177548,0.41317568
0.115,0.275,1.281099267,0.4024319223
0.115,0.28,1.280992175,0.3900862611
0.115,0.285,1.275854787,0.375842377
0.115,0.29,1.266494772,0.3606142295
0.115,0.295,1.252877208,0.3445910492
0.115,0.3,1.235282228,0.3283321817
0.115,0.305,1.213757228,0.3114167788
0.115,0.31,1.188823405,0.2944226831
0.115,0.315,1.160627606,0.2774099403
0.115,0.32,1.129394953,0.2603056533
0.115,0.325,1.095258917,0.2433102034
0.115,0.33,1.058362549,0.2262834292
0.115,0.335,1.019028205,0.2096839472
0.115,0.34,0.9772498685,0.1928584197
0.115,0.345,0.9331985203,0.17647402
0.115,0.35,0.8868245562,0.1600672302
0.115,0.355,0.838462873,0.1439243571
0.115,0.36,0.7878535812,0.1278725359
0.115,0.365,0.7351475484,0.1118570733
0.115,0.37,0.6802136917,0.09607536662
0.115,0.375,0.6226007676,0.0804060719
0.115,0.38,0.5617852156,0.0649355935
0.115,0.385,0.4963514722,0.04983670308
0.115,0.39,0.424271802,0.03540072682
0.115,0.395,0.3424885034,0.0221630769
0.115,0.4,0.2471751613,0.01096502746
0.115,0.405,0.1341321817,0.003042274229
0.115,0.41,-2.814460058e-15,-3.931570382e-20
0.12,0,0,0
0.12,0.005,0.1541396051,-0.003816438624
0.12,0.01,0.2796027208,-0.01361400857
0.12,0.015,0.3816357122,-0.02727251677
0.12,0.02,0.4664773905,-0.0432473078
0.12,0.025,0.5396901735,-0.06053125168
0.12,0.03,0.6051994357,-0.07853050216
0.12,0.035,0.6658629933,-0.096945544
0.12,0.04,0.7228885725,-0.1155997542
0.12,0.045,0.7772666172,-0.1344269666
0.12,0.05,0.8292876194,-0.1534621337
0.12,0.055,0.8791365608,-0.1727021427
0.12,0.06,0.9267962401,-0.1921918546
0.12,0.065,0.9721781112,-0.2118891565
0.12,0.07,1.015036718,-0.231765075
0.12,0.075,1.055443177,-0.2517770259
0.12,0.08,1.093372706,-0.2724243675
0.12,0.085,1.128140994,-0.2927919305
0.12,0.09,1.159993723,-0.3138974551
0.12,0.095,1.188427396,-0.3344846266
0.12,0.1,1.213126148,-0.3557958893
0.12,0.105,1.234266553,-0.3766986425
0.12,0.11,1.251217248,-0.3972037654
0.12,0.115,1.263035577,-0.4170941167
0.12,0.12,1.270603855,-0.4373490866
0.12,0.125,1.273021394,-0.4556342074
0.12,0.13,1.268379099,-0.4710284635
0.12,0.135,1.259119762,-0.4869597085
0.12,0.14,1.242172289,-0.497236528
0.12,0.145,1.21950583,-0.5046090256
0.12,0.15,1.190520285,-0.5062382913
0.12,0.155,1.156292193,-0.5020201668
0.12,0.16,1.114942129,-0.4884693039
0.12,0.165,1.071246351,-0.4667231236
0.12,0.17,1.025481374,-0.4351217262
0.12,0.175,0.9788571569,-0.3908720714
0.12,0.18,0.9355968442,-0.3364338824
0.12,0.185,0.8970968659,-0.2701026753
0.12,0.19,0.8673865464,-0.1953398196
0.12,0.195,0.8481236305,-0.1131585267
0.12,0.2,0.8423880191,-0.02730401636
0.12,0.205,0.847667836,0.05859086024
0.12,0.21,0.8666266131,0.1418403916
0.12,0.215,0.8962333305,0.2179003878
0.12,0.22,0.9348963551,0.2860777453
0.12,0.225,0.9785019759,0.3426780943
0.12,0.23,1.026077534,0.3893640236
0.12,0.235,1.073101547,0.4238110011
0.12,0.24,1.118778851,0.4482882364
0.12,0.245,1.161737107,0.464540079
0.12,0.25,1.198253907,0.4719456047
0.12,0.255,1.230001487,0.4728624679
0.12,0.26,1.254736948,0.4681484564
0.12,0.265,1.275124126,0.4603739893
0.12,0.27,1.287905525,0.4481912412
0.12,0.275,1.294976127,0.4348088133
0.12,0.28,1.295979105,0.418627397
0.12,0.285,1.292603418,0.4016493767
0.12,0.29,1.283916456,0.3843062689
0.12,0.295,1.270362044,0.3652837173
0.12,0.3,1.253185555,0.3472870832
0.12,0.305,1.231462861,0.3281527757
0.12,0.31,1.206681338,0.3096517129
0.12,0.315,1.178374175,0.2910596544
0.12,0.32,1.147057352,0.2724576463
0.12,0.325,1.112649162,0.2543890761
0.12,0.33,1.075801232,0.2361086383
0.12,0.335,1.036377929,0.218573557
0.12,0.34,0.9942516863,0.2009622362
0.12,0.345,0.9499977224,0.1835231882
0.12,0.35,0.9035434976,0.166392891
0.12,0.355,0.8549286073,0.1494240684
0.12,0.36,0.8042040025,0.1326629696
0.12,0.365,0.7513612619,0.1160211663
0.12,0.37,0.6962335158,0.0996178962
0.12,0.375,0.6385298346,0.08331963532
0.12,0.38,0.5773605673,0.06729593271
0.12,0.385,0.511440024,0.05163683092
0.12,0.39,0.4384782639,0.03667209504
0.12,0.395,0.3551075562,0.02295713344
0.12,0.4,0.2571515166,0.01135702757
0.12,0.405,0.1400115077,0.00315067144
0.12,0.41,-1.641164043e-15,-2.465846182e-20
0.125,0,0,0
0.125,0.005,0.1614536954,-0.003931299399
0.125,0.01,0.291824163,-0.01402579557
0.125,0.015,0.3968971265,-0.02810118002
0.125,0.02,0.4835366553,-0.04456991018
0.125,0.025,0.5576760897,-0.06239586476
0.125,0.03,0.6237806056,-0.08097860694
0.125,0.035,0.6846246284,-0.09996447773
0.125,0.04,0.7419930945,-0.119300419
0.125,0.045,0.7965597296,-0.1388298028
0.125,0.05,0.84884536,-0.1586037725
0.125,0.055,0.89891281,-0.1786572263
0.125,0.06,0.9467874725,-0.1989594312
0.125,0.065,0.9924726561,-0.2195948
0.125,0.07,1.035657002,-0.2406272208
0.125,0.075,1.076220931,-0.2618080188
0.125,0.08,1.114346557,-0.2835456465
0.125,0.085,1.149600444,-0.3055741777
0.125,0.09,1.181554635,-0.3280159726
0.125,0.095,1.210317634,-0.3506903906
0.125,0.1,1.235016421,-0.3737451232
0.125,0.105,1.256299284,-0.3968168483
0.125,0.11,1.272710543,-0.4204058098
0.125,0.115,1.284044585,-0.443497595
0.125,0.12,1.290642669,-0.4660716097
0.125,0.125,1.291306835,-0.4884084592
0.125,0.13,1.285155046,-0.5086003169
0.125,0.135,1.273095435,-0.5281316723
0.125,0.14,1.253644751,-0.5435352143
0.125,0.145,1.226626571,-0.5556872838
0.125,0.15,1.190960282,-0.5620129935
0.125,0.155,1.148733289,-0.5613974545
0.125,0.16,1.099957862,-0.5523704255
0.125,0.165,1.044570719,-0.5320938324
0.125,0.17,0.9863012944,-0.4993160851
0.125,0.175,0.9273036343,-0.4529069979
0.125,0.18,0.870444778,-0.3917237548
0.125,0.185,0.8211186023,-0.3164230442
0.125,0.19,0.7815053912,-0.2287583381
0.125,0.195,0.7565132086,-0.131628719
0.125,0.2,0.747040024,-0.02944232457
0.125,0.205,0.7554375605,0.07315011532
0.125,0.21,0.779569898,0.1713303285
0.125,0.215,0.8184866549,0.2607444719
0.125,0.22,0.8674343447,0.3381901937
0.125,0.225,0.9244438026,0.4020091186
0.125,0.23,0.9840139002,0.4512365582
0.125,0.235,1.043556312,0.4870472697
0.125,0.24,1.100559199,0.5105671596
0.125,0.245,1.151341952,0.5228004784
0.125,0.25,1.195930925,0.5265284959
0.125,0.255,1.234160442,0.5232301458
0.125,0.26,1.264154841,0.514263932
0.125,0.265,1.28678285,0.5015887836
0.125,0.27,1.30212706,0.4849055147
0.125,0.275,1.311423175,0.4674869667
0.125,0.28,1.31358725,0.4477568872
0.125,0.285,1.311075307,0.4277934608
0.125,0.29,1.302657087,0.4072038773
0.125,0.295,1.289891049,0.3861469092
0.125,0.3,1.272499519,0.3657301208
0.125,0.305,1.251014229,0.3446455203
0.125,0.31,1.226114789,0.3243241996
0.125,0.315,1.197432774,0.3041813314
0.125,0.32,1.166027924,0.2843014347
0.125,0.325,1.131410925,0.2648581802
0.125,0.33,1.094348204,0.2457926215
0.125,0.335,1.054395272,0.2268427837
0.125,0.34,1.012241826,0.2082722597
0.125,0.345,0.9676499378,0.1901568122
0.125,0.35,0.9208544216,0.172209218
0.125,0.355,0.8721010168,0.154545043
0.125,0.36,0.8212117545,0.1371423818
0.125,0.365,0.7682117322,0.1199151785
0.125,0.37,0.7129395712,0.1028911322
0.125,0.375,0.6549342157,0.08602241548
0.125,0.38,0.593544613,0.06945167356
0.125,0.385,0.5270872053,0.05328252066
0.125,0.39,0.4531753004,0.03783757009
0.125,0.395,0.3681581979,0.02368144696
0.125,0.4,0.2674644744,0.01171248167
0.125,0.405,0.1460873259,0.003248243816
0.125,0.41,-1.49374068e-15,-2.112207621e-20
0.13,0,0,0
0.13,0.005,0.1689698155,-0.004029207511
0.13,0.01,0.3043885579,-0.01437979447
0.13,0.015,0.4125963988,-0.02882514461
0.13,0.02,0.50104742,-0.04574063629
0.13,0.025,0.5762111476,-0.06406181693
0.13,0.03,0.6428916326,-0.08316136753
0.13,0.035,0.7041015841,-0.1027521265
0.13,0.04,0.7617589465,-0.1226280003
0.13,0.045,0.8165931934,-0.1428227031
0.13,0.05,0.8690978645,-0.1632504632
0.13,0.055,0.919484878,-0.1840402758
0.13,0.06,0.9676745761,-0.2051869072
0.13,0.065,1.013698935,-0.2267140127
0.13,0.07,1.057525375,-0.2487053646
0.13,0.075,1.098845302,-0.2709878917
0.13,0.08,1.136957351,-0.2939588797
0.13,0.085,1.1726129,-0.317464554
0.13,0.09,1.205036628,-0.3413798386
0.13,0.095,1.234231547,-0.3659664355
0.13,0.1,1.259579604,-0.3910808935
0.13,0.105,1.280933302,-0.4166544128
0.13,0.11,1.297596105,-0.4426598874
0.13,0.115,1.309453226,-0.4691759106
0.13,0.12,1.315562075,-0.4953131814
0.13,0.125,1.315525089,-0.5218100983
0.13,0.13,1.308912032,-0.5472167248
0.13,0.135,1.294328184,-0.5708341517
0.13,0.14,1.270743265,-0.5927395461
0.13,0.145,1.238879832,-0.6107383853
0.13,0.15,1.197838827,-0.6236580104
0.13,0.155,1.147106224,-0.629253218
0.13,0.16,1.087318648,-0.6251275129
0.13,0.165,1.019836021,-0.6086534612
0.13,0.17,0.9466251056,-0.5771663967
0.13,0.175,0.8712048622,-0.5282082856
0.13,0.18,0.7981984313,-0.4606620838
0.13,0.185,0.732434951,-0.3743373733
0.13,0.19,0.6801728486,-0.2710522508
0.13,0.195,0.6461032334,-0.1550846071
0.13,0.2,0.6335524795,-0.03174591528
0.13,0.205,0.6442053849,0.09207092542
0.13,0.21,0.6766381282,0.2093701256
0.13,0.215,0.7275848746,0.3147691734
0.13,0.22,0.7925444635,0.4038035331
0.13,0.225,0.8653252299,0.4744452811
0.13,0.23,0.9411690892,0.5267597338
0.13,0.235,1.015423907,0.5617801404
0.13,0.24,1.084538588,0.58185714
0.13,0.245,1.146360324,0.5895261822
0.13,0.25,1.199500706,0.5873882335
0.13,0.255,1.243222654,0.5778244327
0.13,0.26,1.277940487,0.5630058666
0.13,0.265,1.304304741,0.5442153379
0.13,0.27,1.322221126,0.523532759
0.13,0.275,1.33262613,0.5009669086
0.13,0.28,1.335964731,0.4772667405
0.13,0.285,1.333618624,0.4537902212
0.13,0.29,1.325222589,0.4298697534
0.13,0.295,1.312280631,0.406418289
0.13,0.3,1.29452398,0.3832453359
0.13,0.305,1.272825745,0.3604867197
0.13,0.31,1.247419566,0.3383168934
0.13,0.315,1.218378344,0.316568124
0.13,0.32,1.186356646,0.2953767892
0.13,0.325,1.151355118,0.2746391313
0.13,0.33,1.113608122,0.2544636339
0.13,0.335,1.073215156,0.2346434588
0.13,0.34,1.030847673,0.2152642417
0.13,0.345,0.9860309008,0.1962502441
0.13,0.35,0.9390400484,0.1777156213
0.13,0.355,0.8900311606,0.1593276965
0.13,0.36,0.8389066981,0.1412531068
0.13,0.365,0.7856513149,0.1234318346
0.13,0.37,0.7301037236,0.1058633855
0.13,0.375,0.6719641946,0.0884836699
0.13,0.38,0.6101514237,0.07142306499
0.13,0.385,0.5431783089,0.05477739387
0.13,0.39,0.468324356,0.0388848705
0.13,0.395,0.3815968029,0.02432540023
0.13,0.4,0.2780820132,0.01202601201
0.13,0.405,0.1523386511,0.00333359045
0.13,0.41,-2.16343457e-15,-3.136720907e-20
0.135,0,0,0
0.135,0.005,0.1766553077,-0.004108290383
0.135,0.01,0.3172467716,-0.01467228419
0.135,0.015,0.4286762101,-0.02943308983
0.135,0.02,0.5190134761,-0.04672611573
0.135,0.025,0.5952055341,-0.06547960252
0.135,0.03,0.6625011142,-0.08504560017
0.135,0.035,0.7241021505,-0.1051073604
0.135,0.04,0.7820140536,-0.1255260097
0.135,0.045,0.8371460398,-0.1463037441
0.135,0.05,0.8900661918,-0.1673811767
0.135,0.055,0.9408052279,-0.1888454234
0.135,0.06,0.9894133606,-0.210713164
0.135,0.065,1.035780464,-0.2329844266
0.135,0.07,1.07985688,-0.2558712667
0.135,0.075,1.121694741,-0.2793649825
0.135,0.08,1.160666373,-0.3035632846
0.135,0.085,1.19698864,-0.328243454
0.135,0.09,1.230166356,-0.353776389
0.135,0.095,1.259936603,-0.3800840916
0.135,0.1,1.28602038,-0.4072442099
0.135,0.105,1.307998186,-0.4352616068
0.135,0.11,1.325284125,-0.464117544
0.135,0.115,1.337477428,-0.4938007513
0.135,0.12,1.343810444,-0.5240369591
0.135,0.125,1.343561544,-0.5548197197
0.135,0.13,1.335813962,-0.5854938501
0.135,0.135,1.319919974,-0.6156118918
0.135,0.14,1.294531784,-0.6442885232
0.135,0.145,1.258684265,-0.6701247791
0.135,0.15,1.211400207,-0.691277996
0.135,0.155,1.152191972,-0.7053066218
0.135,0.16,1.080932463,-0.7092036568
0.135,0.165,0.9986275254,-0.6990941124
0.135,0.17,0.9074203301,-0.6711577499
0.135,0.175,0.811366182,-0.621585401
0.135,0.18,0.716216752,-0.5476399383
0.135,0.185,0.6294551095,-0.4484441842
0.135,0.19,0.5590723876,-0.325933729
0.135,0.195,0.5125619282,-0.185244037
0.135,0.2,0.4955216441,-0.03438008495
0.135,0.205,0.5096376791,0.1170776406
0.135,0.21,0.5535384779,0.259475287
0.135,0.215,0.6218866653,0.3846493767
0.135,0.22,0.7073090786,0.48718119
0.135,0.225,0.8019185937,0.5649177882
0.135,0.23,0.8982017107,0.6184954083
0.135,0.235,0.9904012386,0.6505093094
0.135,0.24,1.074352619,0.6646677794
0.135,0.245,1.147750454,0.6647126263
0.135,0.25,1.209512306,0.6544619155
0.135,0.255,1.259632769,0.63690621
0.135,0.26,1.298509359,0.6144887882
0.135,0.265,1.327163034,0.5890554138
0.135,0.27,1.346528412,0.5620224052
0.135,0.275,1.357745052,0.5342709917
0.135,0.28,1.361512259,0.5063766537
0.135,0.285,1.358859402,0.4788431482
0.135,0.29,1.350326461,0.4518130918
0.135,0.295,1.336757965,0.4255459018
0.135,0.3,1.318524732,0.4000089805
0.135,0.305,1.296166386,0.3752566157
0.135,0.31,1.27004779,0.3513002774
0.135,0.315,1.240483522,0.3280481178
0.135,0.32,1.207854481,0.3055594253
0.135,0.325,1.172342783,0.2836830748
0.135,0.33,1.1342744,0.2623867009
0.135,0.335,1.093564753,0.2417240675
0.135,0.34,1.05051568,0.2216157654
0.135,0.345,1.005278996,0.2018061403
0.135,0.35,0.9579218786,0.1825889118
0.135,0.355,0.9085525371,0.1635621019
0.135,0.36,0.857078002,0.144885443
0.135,0.365,0.8036211364,0.1265823156
0.135,0.37,0.7478593128,0.1085085032
0.135,0.375,0.6893828526,0.09065636067
0.135,0.38,0.6273107813,0.07314238578
0.135,0.385,0.5597428826,0.05607579611
0.135,0.39,0.4838483568,0.03979665949
0.135,0.395,0.3953820209,0.02488369775
0.135,0.4,0.2889665098,0.01229303115
0.135,0.405,0.1587413315,0.003404967336
0.135,0.41,-2.512609478e-15,-3.335623454e-20
0.14,0,0,0
0.14,0.005,0.1844739681,-0.00416652866
0.14,0.01,0.33034602,-0.0148941806
0.14,0.015,0.4450813058,-0.02990664514
0.14,0.02,0.5373270845,-0.04752437074
0.14,0.025,0.6146997277,-0.06663064671
0.14,0.03,0.6825612799,-0.08660285
0.14,0.035,0.7445960589,-0.1071290459
0.14,0.04,0.8028825907,-0.1280086199
0.14,0.045,0.8583903921,-0.1492758422
0.14,0.05,0.9115976145,-0.1708502854
0.14,0.055,0.9627887563,-0.1929365852
0.14,0.06,1.011839382,-0.2155124895
0.14,0.065,1.058849635,-0.2386644568
0.14,0.07,1.103382403,-0.2624185485
0.14,0.075,1.145754577,-0.2866254227
0.14,0.08,1.185771129,-0.3117883236
0.14,0.085,1.222832526,-0.3378391293
0.14,0.09,1.256836709,-0.3647908451
0.14,0.095,1.287598054,-0.392813775
0.14,0.1,1.314714475,-0.4219746324
0.14,0.105,1.337713475,-0.4523262535
0.14,0.11,1.356117169,-0.483993156
0.14,0.115,1.369338365,-0.5170109768
0.14,0.12,1.376597941,-0.5513206085
0.14,0.125,1.377114822,-0.5869318311
0.14,0.13,1.369795315,-0.6235025751
0.14,0.135,1.353286959,-0.6605655736
0.14,0.14,1.326329501,-0.6973805866
0.14,0.145,1.287336751,-0.7327298609
0.14,0.15,1.234825008,-0.7645544207
0.14,0.155,1.167229255,-0.7901265251
0.14,0.16,1.083760735,-0.8055043076
0.14,0.165,0.9844756566,-0.8058111769
0.14,0.17,0.8713873367,-0.7850569866
0.14,0.175,0.7487533533,-0.7369737099
0.14,0.18,0.6242427354,-0.6563309405
0.14,0.185,0.5080856806,-0.5406452269
0.14,0.19,0.4126553268,-0.3932984131
0.14,0.195,0.3491587196,-0.2215757891
0.14,0.2,0.3256998631,-0.03685488008
0.14,0.205,0.3449396061,0.1485289535
0.14,0.21,0.4046870677,0.3222302201
0.14,0.215,0.4971304628,0.4726830511
0.14,0.22,0.6113499837,0.5923624953
0.14,0.225,0.734992171,0.6775235694
0.14,0.23,0.8577723713,0.7303210834
0.14,0.235,0.9718801419,0.7557744927
0.14,0.24,1.072946038,0.7600242835
0.14,0.245,1.158753252,0.7489818682
0.14,0.25,1.229089634,0.7275054909
0.14,0.255,1.284656942,0.6995209543
0.14,0.26,1.326916291,0.6677731242
0.14,0.265,1.357280551,0.6343178438
0.14,0.27,1.377329246,0.6004307623
0.14,0.275,1.388357809,0.5669254096
0.14,0.28,1.391550486,0.5342447194
0.14,0.285,1.388019152,0.50268986
0.14,0.29,1.378593712,0.4723576989
0.14,0.295,1.363973714,0.4432670709
0.14,0.3,1.344770352,0.4154150254
0.14,0.305,1.321464176,0.3886824644
0.14,0.31,1.294440169,0.3630664463
0.14,0.315,1.264077125,0.3384025455
0.14,0.32,1.230652858,0.314655145
0.14,0.325,1.194431498,0.2917368812
0.14,0.33,1.15553857,0.2695337647
0.14,0.335,1.11454719,0.2480395909
0.14,0.34,1.070863507,0.2270927297
0.14,0.345,1.025156112,0.2066705128
0.14,0.35,0.9773436218,0.1868888789
0.14,0.355,0.9275756385,0.1672770584
0.14,0.36,0.8757480536,0.1481268175
0.14,0.365,0.8220509671,0.1293046198
0.14,0.37,0.7660162376,0.1107948825
0.14,0.375,0.7073299505,0.09254466397
0.14,0.38,0.6447882166,0.07463223193
0.14,0.385,0.5766554909,0.05719010455
0.14,0.39,0.4997581643,0.04055868191
0.14,0.395,0.4094711314,0.02534241101
0.14,0.4,0.3000783437,0.01250781021
0.14,0.405,0.165268749,0.003461132575
0.14,0.41,1.708474539e-15,2.18679606e-20
0.145,0,0,0
0.145,0.005,0.1923862727,-0.004201938368
0.145,0.01,0.3436287103,-0.01504083795
0.145,0.015,0.461739055,-0.0302415535
0.145,0.02,0.5560141834,-0.0481000304
0.145,0.025,0.6344163558,-0.06751735736
0.145,0.03,0.7030037468,-0.08782232728
0.145,0.035,0.7654892937,-0.1086864206
0.145,0.04,0.8241601324,-0.1299251991
0.145,0.045,0.8800170079,-0.1516194455
0.145,0.05,0.9337425854,-0.1737576275
0.145,0.055,0.9853122158,-0.1963398684
0.145,0.06,1.035053339,-0.2193818454
0.145,0.065,1.082606098,-0.243161688
0.145,0.07,1.128171813,-0.267757301
0.145,0.075,1.171395969,-0.2925257757
0.145,0.08,1.211830042,-0.3188171006
0.145,0.085,1.249884376,-0.3460644853
0.145,0.09,1.285059095,-0.3742313843
0.145,0.095,1.317040439,-0.4038161591
0.145,0.1,1.34545902,-0.4347778926
0.145,0.105,1.369949881,-0.4673489088
0.145,0.11,1.389932689,-0.5017001653
0.145,0.115,1.404838936,-0.5379785556
0.145,0.12,1.413830547,-0.5763694067
0.145,0.125,1.416004829,-0.6169427695
0.145,0.13,1.410057038,-0.6597009038
0.145,0.135,1.394586186,-0.704460665
0.145,0.14,1.367720734,-0.7506317146
0.145,0.145,1.327324138,-0.7972332906
0.145,0.15,1.270931662,-0.8424964591
0.145,0.155,1.19598364,-0.883133918
0.145,0.16,1.100013308,-0.9145314469
0.145,0.165,0.9813856366,-0.929095157
0.145,0.17,0.8403493775,-0.9164122727
0.145,0.175,0.6810725526,-0.8637800434
0.145,0.18,0.5145018909,-0.7611822934
0.145,0.185,0.3590191036,-0.6097693855
0.145,0.19,0.2350128759,-0.4254679906
0.145,0.195,0.1564925216,-0.2293146969
0.145,0.2,0.1285112921,-0.0335476437
0.145,0.205,0.151431177,0.1620201021
0.145,0.21,0.2251146238,0.3580656693
0.145,0.215,0.3449962085,0.5431557183
0.145,0.22,0.4975567224,0.6969804654
0.145,0.225,0.6626248815,0.8033267121
0.145,0.23,0.8218184257,0.8606035365
0.145,0.235,0.963932261,0.8782513493
0.145,0.24,1.084531332,0.8686017206
0.145,0.245,1.183126378,0.8418811979
0.145,0.25,1.261123601,0.8056074169
0.145,0.255,1.32084392,0.764387159
0.145,0.26,1.364755245,0.7215242455
0.145,0.265,1.395258059,0.6788329938
0.145,0.27,1.414451602,0.6373393949
0.145,0.275,1.424228922,0.5976805147
0.145,0.28,1.425923704,0.5600494268
0.145,0.285,1.420786931,0.5244650238
0.145,0.29,1.40976628,0.4908682939
0.145,0.295,1.393663628,0.459124918
0.145,0.3,1.373047664,0.4290639839
0.145,0.305,1.348462972,0.4005254187
0.145,0.31,1.320284895,0.3733491222
0.145,0.315,1.288834469,0.3474054831
0.145,0.32,1.254467893,0.3225439532
0.145,0.325,1.217411151,0.2986527425
0.145,0.33,1.177837914,0.2756082826
0.145,0.335,1.135931022,0.2535567159
0.145,0.34,1.091691595,0.2317592977
0.145,0.345,1.045484095,0.2107888474
0.145,0.35,0.9971760581,0.1903982987
0.145,0.355,0.9470972257,0.1703612405
0.145,0.36,0.8950071931,0.1508456629
0.145,0.365,0.8409268634,0.1316151994
0.145,0.37,0.7846094666,0.1126999329
0.145,0.375,0.7255685191,0.09408123961
0.145,0.38,0.6627150606,0.07582962768
0.145,0.385,0.5939394751,0.05807391091
0.145,0.39,0.5159337889,0.04115998535
0.145,0.395,0.4238084996,0.02569583857
0.145,0.4,0.3113726093,0.01266650756
0.145,0.405,0.1718915186,0.003500425315
0.145,0.41,-2.836078368e-16,-3.151215289e-21
0.15,0,0,0
0.15,0.005,0.2003494202,-0.004212878045
0.15,0.01,0.3570286173,-0.0151060687
0.15,0.015,0.4785826614,-0.03042391327
0.15,0.02,0.5748633346,-0.04846873658
0.15,0.025,0.6545522801,-0.06807828018
0.15,0.03,0.7238074566,-0.08864385972
0.15,0.035,0.7867205527,-0.1098189727
0.15,0.04,0.8458377878,-0.1313787337
0.15,0.045,0.9020431768,-0.1533944782
0.15,0.05,0.9562481863,-0.1758270077
0.15,0.055,1.008408998,-0.1988517199
0.15,0.06,1.058665542,-0.2224429029
0.15,0.065,1.106991589,-0.2466037917
0.15,0.07,1.153252236,-0.2717206944
0.15,0.075,1.197277675,-0.2976336933
0.15,0.08,1.238872816,-0.3246296377
0.15,0.085,1.278064528,-0.3525062778
0.15,0.09,1.31455361,-0.3818683979
0.15,0.095,1.347983613,-0.4127700368
0.15,0.1,1.37812449,-0.4453164544
0.15,0.105,1.40448454,-0.4798745975
0.15,0.11,1.426625583,-0.5166570646
0.15,0.115,1.443871192,-0.5559911182
0.15,0.12,1.45550088,-0.5982312217
0.15,0.125,1.46043023,-0.643707428
0.15,0.13,1.457402808,-0.6926876286
0.15,0.135,1.444656234,-0.7454669498
0.15,0.14,1.420029312,-0.8018736373
0.15,0.145,1.380655095,-0.8614849785
0.15,0.15,1.322952929,-0.9225265443
0.15,0.155,1.242277886,-0.9813855333
0.15,0.16,1.132243292,-1.029679298
0.15,0.165,0.9854871562,-1.05031877
0.15,0.17,0.7952877266,-1.013571218
0.15,0.175,0.5676734418,-0.8866131186
0.15,0.18,0.3340179089,-0.6625348158
0.15,0.185,0.1444380194,-0.3861191305
0.15,0.19,0.03677080569,-0.1485764875
0.15,0.195,0.002914254827,-0.02353794956
0.15,0.2,1.144523048e-17,-2.901287864e-16
0.15,0.205,0.002308646351,0.01743619042
0.15,0.21,0.03285562554,0.1282391045
0.15,0.215,0.1346542554,0.3505048697
0.15,0.22,0.3181035179,0.6160515208
0.15,0.225,0.5474261266,0.8350980176
0.15,0.23,0.7730583393,0.9616585143
0.15,0.235,0.9634477185,1.000993364
0.15,0.24,1.112013588,0.9844927029
0.15,0.245,1.224835617,0.9407408301
0.15,0.25,1.308878331,0.8863087053
0.15,0.255,1.370230807,0.8294116912
0.15,0.26,1.413413688,0.7736395089
0.15,0.265,1.441934104,0.7207661103
0.15,0.27,1.458614853,0.6712874619
0.15,0.275,1.465642249,0.6254151473
0.15,0.28,1.464717381,0.5828881796
0.15,0.285,1.45708683,0.5434612448
0.15,0.29,1.443815076,0.5067983637
0.15,0.295,1.425655635,0.4726064935
0.15,0.3,1.403239353,0.4405433331
0.15,0.305,1.377030011,0.4104094946
0.15,0.31,1.347445817,0.38186683
0.15,0.315,1.31477578,0.354836593
0.15,0.32,1.279296199,0.3290185538
0.15,0.325,1.241243432,0.3043274146
0.15,0.33,1.200764452,0.2806162687
0.15,0.335,1.15805499,0.2577285005
0.15,0.34,1.113119849,0.2356517034
0.15,0.345,1.066404095,0.2142511312
0.15,0.35,1.01773278,0.193317102
0.15,0.355,0.9670683211,0.1730089434
0.15,0.36,0.9145834728,0.1530011995
0.15,0.365,0.8601787855,0.1334282398
0.15,0.37,0.8035234348,0.1141968592
0.15,0.375,0.7442019005,0.09528810695
0.15,0.38,0.6808467987,0.07675878241
0.15,0.385,0.6114538725,0.05874754708
0.15,0.39,0.5323914075,0.04159069423
0.15,0.395,0.4383439174,0.02593617633
0.15,0.4,0.3228004682,0.01276560484
0.15,0.405,0.1785779582,0.003522069811
0.15,0.41,7.020093682e-16,6.894057092e-21
0.155,0,0,0
0.155,0.005,0.2083179813,-0.004198567955
0.155,0.01,0.3704786849,-0.01508914041
0.155,0.015,0.4955342587,-0.03044803637
0.155,0.02,0.593951981,-0.04858012434
0.155,0.025,0.6747374419,-0.06835315663
0.155,0.03,0.7446818271,-0.0890938249
0.155,0.035,0.8082432053,-0.1104233606
0.155,0.04,0.8677478417,-0.1322223174
0.155,0.045,0.9244937371,-0.1545131838
0.155,0.05,0.9790986157,-0.1772576463
0.155,0.055,1.03182007,-0.2005283221
0.155,0.06,1.082684701,-0.224409945
0.155,0.065,1.131624899,-0.2490077136
0.155,0.07,1.178686698,-0.2745197639
